Tag Name,Tag Contents,Tag Display,"Callout Offsets (horizontal, vertical)",Attachment Type,XYZ Location,Cells,Marker,Imaging Source,Resource Location,Start Time,End Time,Comments,Visible,Author,Date,Color Scheme Url
Developmental Potential,partitioning of developmental potential during cleavage divisions,,,,,,,,,,,,,Bill Mohler,02062022,http://scene.wormguides.org/wormguides/testurlscript?/set/muscle-d<$>+#ff33cc00/intestinal-d<$>+#ffffccff/marginal-d<$+#ffcc33cc/vulva-d<$>+#ff9999ff/interneuron-d<$>+#ffff3300/motor-d<$>+#ff9966cc/sensory-d<$>+#ffff66cc/pore-d<$>+#ffecf78f/duct-d<$>+#ffcc9966/gland-d<$>+#ff9999cc/excretory-d<$>+#ffcccc99/hypoderm-d<$>+#ffdcc3ac/seam-d<$>+#ffcc6633/socket-d<$>+#ffff9999/sheath-d<$>+#ff339999/valve-d<$>+#ff996633/arcade-d<$>+#ffcccc00/epithelium-d<$>+#ff996699/rectal-d<$>+#ff996666/gland-d<$>+#ffccccff/head-d<$>+#ffff6633/germline-d<$>+#ffffff00/view/time=322/rX=0.0/rY=0.0/rZ=0.0/tX=-14.0/tY=18.0/scale=2.75/dim=0.13/browser/
